Normal Quadrupole,-37.6697965547,0.0
Normal Quadrupole,-37.8944478001,0.2
Normal Quadrupole,-37.8482851535,0.4
Normal Quadrupole,-37.6489499381,0.6
Normal Quadrupole,-37.3092441742,0.8
Normal Quadrupole,-36.8423749023,1.0
Normal Quadrupole,-36.3238560012,1.2
Normal Quadrupole,-35.9261593052,1.4
Normal Quadrupole,-35.5924361695,1.6
Normal Quadrupole,-35.2499980612,1.8
Normal Quadrupole,-34.8700832799,2.0
Normal Quadrupole,-34.452330701,2.2
Normal Quadrupole,-34.1359805293,2.4
Normal Quadrupole,-33.6510491291,2.6
Normal Quadrupole,-33.1915174495,2.8
Normal Quadrupole,-32.7828740739,3.0
Normal Quadrupole,-32.3530974942,3.2
Normal Quadrupole,-32.0314763308,3.4
Normal Quadrupole,-32.1020677716,3.6
Normal Quadrupole,-32.8649893877,3.8
Normal Quadrupole,-34.9636974527,4.0
Normal Quadrupole,-39.158744984,4.2
Normal Quadrupole,-45.6069721343,4.4
Normal Quadrupole,-50.8439001223,4.6
Normal Quadrupole,-48.2532231926,4.8
Normal Quadrupole,-44.3166525602,5.0
Normal Quadrupole,-41.6036371117,5.2
Normal Quadrupole,-40.2540604573,5.4
Normal Quadrupole,-39.4106620949,5.6
Normal Quadrupole,-38.8747109674,5.8
Normal Quadrupole,-38.5105064738,6.0
Normal Quadrupole,-38.2303422514,6.2
Normal Quadrupole,-37.982107353,6.4
Normal Quadrupole,-37.6343902981,6.6
Normal Quadrupole,-37.242567349,6.8
Normal Quadrupole,-36.8822517011,7.0
Normal Quadrupole,-36.5774360367,7.2
Normal Quadrupole,-36.3568823169,7.4
Normal Quadrupole,-36.273656138,7.6
Normal Quadrupole,-36.3014005818,7.8
Normal Quadrupole,-36.392249961,8.0
Normal Quadrupole,-36.5090004041,8.2
Normal Quadrupole,-36.6292481223,8.4
Normal Quadrupole,-36.7340580824,8.6
Normal Quadrupole,-36.7980514051,8.8
Normal Quadrupole,-36.7889104596,9.0
