multipole,value,angle
Skew Quadrupole,-12.6452067142,303.0
Skew Quadrupole,-15.4729161525,303.2
Skew Quadrupole,-18.069512877,303.4
Skew Quadrupole,-18.0002098016,303.6
Skew Quadrupole,-9.13204984229,303.8
Skew Quadrupole,14.2061876146,304.0
Skew Quadrupole,28.48550618,304.2
Skew Quadrupole,25.1992469344,304.4
Skew Quadrupole,18.7651450527,304.6
Skew Quadrupole,14.3549128114,304.8
Skew Quadrupole,11.586356062,305.0
Skew Quadrupole,9.60151216027,305.2
Skew Quadrupole,8.18369413675,305.4
Skew Quadrupole,6.50398343261,305.6
Skew Quadrupole,4.20836468891,305.8
Skew Quadrupole,1.71929702868,306.0
Skew Quadrupole,-0.680008460909,306.2
Skew Quadrupole,-2.63340436763,306.4
Skew Quadrupole,-3.74349488972,306.6
Skew Quadrupole,-4.09514951587,306.8
Skew Quadrupole,-4.05755885463,307.0
Skew Quadrupole,-3.97227306799,307.2
Skew Quadrupole,-3.85339342408,307.4
Skew Quadrupole,-3.58212096059,307.6
Skew Quadrupole,-3.11980364802,307.8
Skew Quadrupole,-2.5994654239,308.0
Skew Quadrupole,-2.08183080158,308.2
Skew Quadrupole,-1.77661334781,308.4
Skew Quadrupole,-1.65955946435,308.6
Skew Quadrupole,-1.56498478926,308.8
Skew Quadrupole,-1.3556152619,309.0
Skew Quadrupole,-0.985505701438,309.2
Skew Quadrupole,-0.64265477785,309.4
Skew Quadrupole,-0.702355735753,309.6
Skew Quadrupole,-1.15339111404,309.8
Skew Quadrupole,-1.69550531515,310.0
Skew Quadrupole,-2.04913643454,310.2
Skew Quadrupole,-2.2113666717,310.4
Skew Quadrupole,-2.27405274847,310.6
Skew Quadrupole,-2.30218124099,310.8
Skew Quadrupole,-2.22635934222,311.0
Skew Quadrupole,-2.03725844117,311.2
Skew Quadrupole,-1.83498535582,311.4
Skew Quadrupole,-1.67427245667,311.6
Skew Quadrupole,-1.57919037517,311.8
Skew Quadrupole,-1.45465088541,312.0
Skew Quadrupole,-1.51080610951,312.2
Skew Quadrupole,-1.70756801796,312.4
Skew Quadrupole,-1.80657479874,312.6
Skew Quadrupole,-2.33314660013,312.8
Skew Quadrupole,-3.71074465984,313.0
Skew Quadrupole,-5.56422161841,313.2
Skew Quadrupole,-7.92883258621,313.4
Skew Quadrupole,-11.5660623675,313.6
Skew Quadrupole,-15.4973055839,313.8
Skew Quadrupole,-16.3007789647,314.0
Skew Quadrupole,-4.25709701395,314.2
Skew Quadrupole,16.1244870921,314.4
Skew Quadrupole,24.1246497066,314.6
Skew Quadrupole,21.3774650211,314.8
Skew Quadrupole,16.1823715294,315.0
Skew Quadrupole,11.4774623048,315.2
Skew Quadrupole,7.43318365136,315.4
Skew Quadrupole,4.77790674746,315.6
Skew Quadrupole,3.33498561284,315.8
Skew Quadrupole,2.58093226231,316.0
Skew Quadrupole,2.03621806435,316.2
Skew Quadrupole,1.3515033199,316.4
Skew Quadrupole,0.62407707614,316.6
Skew Quadrupole,0.179607372403,316.8
Skew Quadrupole,-0.36358369332,317.0
Skew Quadrupole,-0.883624081282,317.2
Skew Quadrupole,-0.705021667642,317.4
Skew Quadrupole,0.209540939573,317.6
Skew Quadrupole,0.661407945398,317.8
Skew Quadrupole,1.05977192824,318.0
Skew Quadrupole,2.16701771857,318.2
Skew Quadrupole,3.29987075068,318.4
Skew Quadrupole,4.14265489591,318.6
Skew Quadrupole,5.05851808206,318.8
Skew Quadrupole,6.33682762481,319.0
Skew Quadrupole,8.02384630666,319.2
Skew Quadrupole,9.21712276248,319.4
Skew Quadrupole,9.583078864,319.6
Skew Quadrupole,8.73833416712,319.8
Skew Quadrupole,7.49718303971,320.0
Skew Quadrupole,6.51993056761,320.2
Skew Quadrupole,5.87580482914,320.4
Skew Quadrupole,5.15670401054,320.6
Skew Quadrupole,4.27590209914,320.8
Skew Quadrupole,3.46018170223,321.0
Skew Quadrupole,2.66958442226,321.2
Skew Quadrupole,1.97127530604,321.4
Skew Quadrupole,1.66453757812,321.6
Skew Quadrupole,1.73798067211,321.8
Skew Quadrupole,1.94472840487,322.0
Skew Quadrupole,2.0433777536,322.2
Skew Quadrupole,2.02968338289,322.4
Skew Quadrupole,1.8573705601,322.6
Skew Quadrupole,1.52768976561,322.8
Skew Quadrupole,1.19004430972,323.0
Skew Quadrupole,0.767443945806,323.2
Skew Quadrupole,-0.0893842997193,323.4
Skew Quadrupole,-1.6284668567,323.6
Skew Quadrupole,-4.44822243739,323.8
Skew Quadrupole,-8.75430945583,324.0
Skew Quadrupole,-13.3141174911,324.2
Skew Quadrupole,-6.19385932322,324.4
Skew Quadrupole,21.5909953386,324.6
Skew Quadrupole,38.0404060417,324.8
Skew Quadrupole,35.4378005202,325.0
Skew Quadrupole,25.7987579126,325.2
Skew Quadrupole,17.4045643655,325.4
Skew Quadrupole,10.3085345052,325.6
Skew Quadrupole,6.02627353769,325.8
Skew Quadrupole,3.68234346316,326.0
Skew Quadrupole,2.4285118141,326.2
Skew Quadrupole,0.75373123115,326.4
Skew Quadrupole,0.011310851155,326.6
Skew Quadrupole,-0.462523716988,326.8
Skew Quadrupole,-0.673302644021,327.0
Skew Quadrupole,-0.711451326221,327.2
Skew Quadrupole,-0.67044806887,327.4
Skew Quadrupole,-0.597090345052,327.6
Skew Quadrupole,-0.478698812347,327.8
Skew Quadrupole,-0.302138027303,328.0
Skew Quadrupole,0.0129834963415,328.2
Skew Quadrupole,0.391563564258,328.4
Skew Quadrupole,0.688863044381,328.6
Skew Quadrupole,1.06335017266,328.8
Skew Quadrupole,1.47939956254,329.0
Skew Quadrupole,1.92835524153,329.2
Skew Quadrupole,2.50434170371,329.4
Skew Quadrupole,3.13717318974,329.6
Skew Quadrupole,3.56691600974,329.8
Skew Quadrupole,3.88836517409,330.0
Skew Quadrupole,4.15057520165,330.2
Skew Quadrupole,4.28964724355,330.4
Skew Quadrupole,4.54631792532,330.6
Skew Quadrupole,4.92103983782,330.8
Skew Quadrupole,5.42391407874,331.0
Skew Quadrupole,5.90275206037,331.2
Skew Quadrupole,6.57390787947,331.4
Skew Quadrupole,7.47434278206,331.6
Skew Quadrupole,8.51651090951,331.8
Skew Quadrupole,9.45259776734,332.0
Skew Quadrupole,10.2002211702,332.2
Skew Quadrupole,11.0803419249,332.4
Skew Quadrupole,11.6328428794,332.6
Skew Quadrupole,12.544464557,332.8
Skew Quadrupole,13.6825245507,333.0
Skew Quadrupole,15.0725908715,333.2
Skew Quadrupole,16.8774551848,333.4
Skew Quadrupole,19.3983756404,333.6
Skew Quadrupole,24.4893519419,333.8
Skew Quadrupole,33.7217829189,334.0
Skew Quadrupole,40.2036859406,334.2
Skew Quadrupole,35.5388639034,334.4
Skew Quadrupole,28.3872283664,334.6
Skew Quadrupole,21.2191136011,334.8
Skew Quadrupole,15.3033858979,335.0
Skew Quadrupole,10.9710885662,335.2
Skew Quadrupole,7.48048191801,335.4
Skew Quadrupole,5.18787342829,335.6
Skew Quadrupole,2.740863205,335.8
Skew Quadrupole,0.691777312218,336.0
Skew Quadrupole,-0.906873411355,336.2
Skew Quadrupole,-2.21204940956,336.4
Skew Quadrupole,-3.33551918546,336.6
Skew Quadrupole,-4.23885737407,336.8
Skew Quadrupole,-4.79438077904,337.0
Skew Quadrupole,-5.06367518126,337.2
Skew Quadrupole,-5.0996901335,337.4
Skew Quadrupole,-5.02385306075,337.6
Skew Quadrupole,-4.80602219554,337.8
Skew Quadrupole,-4.50203062196,338.0
Skew Quadrupole,-4.17470861408,338.2
Skew Quadrupole,-3.9260766648,338.4
Skew Quadrupole,-3.69934774588,338.6
Skew Quadrupole,-3.36320525551,338.8
Skew Quadrupole,-3.06809191024,339.0
Skew Quadrupole,-3.09720507799,339.2
Skew Quadrupole,-3.51700709313,339.4
Skew Quadrupole,-4.08922807054,339.6
Skew Quadrupole,-4.77569784068,339.8
Skew Quadrupole,-5.47213931139,340.0
Skew Quadrupole,-6.09640546706,340.2
Skew Quadrupole,-6.62879719471,340.4
Skew Quadrupole,-7.10862090868,340.6
Skew Quadrupole,-7.41318674454,340.8
Skew Quadrupole,-7.68261959045,341.0
Skew Quadrupole,-8.07457236815,341.2
Skew Quadrupole,-8.36395983107,341.4
Skew Quadrupole,-8.60323042309,341.6
Skew Quadrupole,-8.91755893999,341.8
Skew Quadrupole,-9.24767760266,342.0
Skew Quadrupole,-9.55440291126,342.2
Skew Quadrupole,-9.97676214303,342.4
Skew Quadrupole,-10.5716603857,342.6
Skew Quadrupole,-11.4921188717,342.8
Skew Quadrupole,-12.7916723629,343.0
Skew Quadrupole,-14.9440596442,343.2
Skew Quadrupole,-18.5533840943,343.4
Skew Quadrupole,-24.2492525886,343.6
Skew Quadrupole,-31.8511304651,343.8
Skew Quadrupole,-35.428673546,344.0
Skew Quadrupole,-22.3824697175,344.2
Skew Quadrupole,1.95457367312,344.4
Skew Quadrupole,11.5139059093,344.6
Skew Quadrupole,11.5232157705,344.8
Skew Quadrupole,9.15450231106,345.0
Skew Quadrupole,6.70929435823,345.2
Skew Quadrupole,4.9038756961,345.4
Skew Quadrupole,3.53238303045,345.6
Skew Quadrupole,2.12490645967,345.8
Skew Quadrupole,0.536748442409,346.0
Skew Quadrupole,-1.19606415396,346.2
Skew Quadrupole,-2.7693001051,346.4
Skew Quadrupole,-4.68731948403,346.6
Skew Quadrupole,-6.04586365099,346.8
Skew Quadrupole,-7.06812847026,347.0
Skew Quadrupole,-7.66418064794,347.2
Skew Quadrupole,-7.77420187864,347.4
Skew Quadrupole,-7.35846359569,347.6
Skew Quadrupole,-5.9644864861,347.8
Skew Quadrupole,-4.26714907307,348.0
Skew Quadrupole,-2.29005791884,348.2
Skew Quadrupole,-0.578275261926,348.4
Skew Quadrupole,0.75579695151,348.6
Skew Quadrupole,1.98643509478,348.8
Skew Quadrupole,3.01535453282,349.0
Skew Quadrupole,3.98988584303,349.2
Skew Quadrupole,4.86363258159,349.4
Skew Quadrupole,5.59609280981,349.6
Skew Quadrupole,5.56352802087,349.8
Skew Quadrupole,5.37117744753,350.0
Skew Quadrupole,5.05121265252,350.2
Skew Quadrupole,4.61411284388,350.4
Skew Quadrupole,4.13797377505,350.6
Skew Quadrupole,3.54030437194,350.8
Skew Quadrupole,2.82520707863,351.0
Skew Quadrupole,2.22455634652,351.2
Skew Quadrupole,1.89911862622,351.4
Skew Quadrupole,1.71807291703,351.6
Skew Quadrupole,1.73358617735,351.8
Skew Quadrupole,1.76152494843,352.0
Skew Quadrupole,1.60026809817,352.2
Skew Quadrupole,1.48053639922,352.4
Skew Quadrupole,1.13419679153,352.6
Skew Quadrupole,0.400416877332,352.8
Skew Quadrupole,-0.921574563015,353.0
Skew Quadrupole,-2.86152928198,353.2
Skew Quadrupole,-6.02901654944,353.4
Skew Quadrupole,-10.765238983,353.6
Skew Quadrupole,-18.0981267583,353.8
Skew Quadrupole,-25.1519539173,354.0
Skew Quadrupole,-31.4600739983,354.2
Skew Quadrupole,-23.3737809006,354.4
Skew Quadrupole,1.13567495065,354.6
Skew Quadrupole,12.713503192,354.8
Skew Quadrupole,11.1848474067,355.0
Skew Quadrupole,7.65960760636,355.2
Skew Quadrupole,4.53763596715,355.4
Skew Quadrupole,1.93500917645,355.6
Skew Quadrupole,-0.374196089199,355.8
Skew Quadrupole,-2.39123951402,356.0
Skew Quadrupole,-3.91578479409,356.2
Skew Quadrupole,-5.5508147017,356.4
Skew Quadrupole,-7.1174776991,356.6
Skew Quadrupole,-8.22881852059,356.8
Skew Quadrupole,-9.19763325964,357.0
Skew Quadrupole,-9.82720996841,357.2
Skew Quadrupole,-9.9807558075,357.4
Skew Quadrupole,-4.06594126333,357.6
Skew Quadrupole,-9.493454513,357.8
Skew Quadrupole,-9.17753654402,358.0
Skew Quadrupole,-8.68368121174,358.2
Skew Quadrupole,-7.8175724785,358.4
Skew Quadrupole,-6.68819887024,358.6
Skew Quadrupole,-5.51510463403,358.8
Skew Quadrupole,-4.45997144273,359.0
Skew Quadrupole,-3.61966229922,359.2
Skew Quadrupole,-2.78237164986,359.4
Skew Quadrupole,-1.9634028552,359.6
Skew Quadrupole,-1.24728321461,359.8
Normal Sextupole,-3.53400981778,0.0
Normal Sextupole,-3.38925807626,0.2
Normal Sextupole,-3.33026899939,0.4
Normal Sextupole,-3.8395281782,0.6
Normal Sextupole,-4.46259803205,0.8
Normal Sextupole,-4.84461006128,1.0
Normal Sextupole,-5.06947544261,1.2
Normal Sextupole,-5.13884687958,1.4
Normal Sextupole,-5.01272262049,1.6
Normal Sextupole,-4.7121832224,1.8
Normal Sextupole,-4.33277814198,2.0
Normal Sextupole,-4.03285736336,2.2
Normal Sextupole,-3.6898582144,2.4
Normal Sextupole,-3.26948197399,2.6
Normal Sextupole,-2.72303890239,2.8
Normal Sextupole,-2.03712647611,3.0
Normal Sextupole,-1.09597157545,3.2
Normal Sextupole,0.552759884645,3.4
Normal Sextupole,3.38075247981,3.6
Normal Sextupole,6.893907285,3.8
Normal Sextupole,1.01307713363,4.0
Normal Sextupole,-9.6605648257,4.2
Normal Sextupole,-11.5702620967,4.4
Normal Sextupole,-9.49072846285,4.6
Normal Sextupole,-7.37615099601,4.8
Normal Sextupole,-6.46138048073,5.0
Normal Sextupole,-6.29925823175,5.2
Normal Sextupole,-6.66813700238,5.4
Normal Sextupole,-7.41819012877,5.6
Normal Sextupole,-8.36619174586,5.8
Normal Sextupole,-9.34060396856,6.0
Normal Sextupole,-10.2942364471,6.2
Normal Sextupole,-11.2045935198,6.4
Normal Sextupole,-11.9440889451,6.6
Normal Sextupole,-12.4660727206,6.8
Normal Sextupole,-12.7512816131,7.0
Normal Sextupole,-12.6354762079,7.2
Normal Sextupole,-12.2489614262,7.4
Normal Sextupole,-11.7283094579,7.6
Normal Sextupole,-11.2028693773,7.8
Normal Sextupole,-10.703019087,8.0
Normal Sextupole,-10.1795264724,8.2
Normal Sextupole,-9.59880785086,8.4
Normal Sextupole,-9.04665074417,8.6
Normal Sextupole,-8.55575956527,8.8
Normal Sextupole,-8.12049901926,9.0
Normal Sextupole,-7.84626720898,9.2
Normal Sextupole,-7.74991827357,9.4
Normal Sextupole,-7.7279819531,9.6
Normal Sextupole,-7.9065591211,9.8
Normal Sextupole,-8.20155481858,10.0
Normal Sextupole,-8.49561433271,10.2
Normal Sextupole,-8.84829290073,10.4
Normal Sextupole,-9.26671612622,10.6
Normal Sextupole,-9.67107960261,10.8
Normal Sextupole,-10.0961430008,11.0
Normal Sextupole,-10.4706446462,11.2
Normal Sextupole,-10.624893537,11.4
Normal Sextupole,-10.5590243067,11.6
Normal Sextupole,-10.228755106,11.8
Normal Sextupole,-9.63831378377,12.0
Normal Sextupole,-9.00713170296,12.2
Normal Sextupole,-8.52742489492,12.4
Normal Sextupole,-8.12858513974,12.6
Normal Sextupole,-7.73250558694,12.8
Normal Sextupole,-7.28638362656,13.0
Normal Sextupole,-6.85534155514,13.2
Normal Sextupole,-6.69385416312,13.4
Normal Sextupole,-7.090007879,13.6
Normal Sextupole,-7.02913926786,13.8
Normal Sextupole,-4.19576581894,14.0
Normal Sextupole,2.49831282148,14.2
Normal Sextupole,-0.15033360062,14.4
Normal Sextupole,-3.87859534036,14.6
Normal Sextupole,-3.93278980582,14.8
Normal Sextupole,-3.06658430616,15.0
Normal Sextupole,-2.62312696731,15.2
Normal Sextupole,-2.4886748542,15.4
Normal Sextupole,-2.49222716339,15.6
Normal Sextupole,-2.55696673062,15.8
Normal Sextupole,-2.60092985358,16.0
Normal Sextupole,-2.62098418653,16.2
Normal Sextupole,-2.6413917619,16.4
Normal Sextupole,-2.88018240703,16.6
Normal Sextupole,-3.23206137226,16.8
Normal Sextupole,-3.48295273629,17.0
Normal Sextupole,-3.71302023733,17.2
Normal Sextupole,-3.87437060243,17.4
Normal Sextupole,-4.05125253105,17.6
Normal Sextupole,-4.24652960542,17.8
Normal Sextupole,-4.34528849791,18.0
Normal Sextupole,-4.40250270943,18.2
Normal Sextupole,-4.31979793019,18.4
Normal Sextupole,-4.15514910823,18.6
Normal Sextupole,-4.03615266463,18.8
Normal Sextupole,-3.93679560592,19.0
Normal Sextupole,-3.74320018673,19.2
Normal Sextupole,-3.51822357134,19.4
Normal Sextupole,-3.33826152244,19.6
Normal Sextupole,-3.31033060598,19.8
Normal Sextupole,-3.33693174041,20.0
Normal Sextupole,-3.3198330232,20.2
Normal Sextupole,-3.25302880637,20.4
Normal Sextupole,-3.28467253179,20.6
Normal Sextupole,-3.38950689345,20.8
Normal Sextupole,-3.51876446097,21.0
Normal Sextupole,-3.67642463218,21.2
Normal Sextupole,-3.79261928589,21.4
Normal Sextupole,-3.84039802455,21.6
Normal Sextupole,-3.85835457534,21.8
Normal Sextupole,-3.73117911114,22.0
Normal Sextupole,-3.29908055022,22.2
Normal Sextupole,-2.81585691367,22.4
Normal Sextupole,-2.2709139838,22.6
Normal Sextupole,-1.86368128819,22.8
Normal Sextupole,-1.50916264407,23.0
Normal Sextupole,-6.60629351278,23.2
Normal Sextupole,-0.906640035253,23.4
Normal Sextupole,-1.16011676466,23.6
Normal Sextupole,-2.01646313973,23.8
Normal Sextupole,-3.18010778765,24.0
Normal Sextupole,-2.04813206009,24.2
Normal Sextupole,5.17916187904,24.4
Normal Sextupole,5.86451784473,24.6
Normal Sextupole,-0.431379210626,24.8
Normal Sextupole,-2.59884732468,25.0
Normal Sextupole,-2.28409635664,25.2
Normal Sextupole,-1.90465316434,25.4
Normal Sextupole,-1.76140705822,25.6
Normal Sextupole,-1.79642518662,25.8
Normal Sextupole,-1.82936010551,26.0
Normal Sextupole,-1.84237375966,26.2
Normal Sextupole,-1.81319537952,26.4
Normal Sextupole,-1.70142595037,26.6
Normal Sextupole,-1.51080930867,26.8
Normal Sextupole,-1.20736847099,27.0
Normal Sextupole,-0.839655479077,27.2
Normal Sextupole,-0.364510675875,27.4
Normal Sextupole,0.160043780188,27.6
Normal Sextupole,0.527412493147,27.8
Normal Sextupole,0.754538516467,28.0
Normal Sextupole,0.941599265687,28.2
Normal Sextupole,1.08032075505,28.4
Normal Sextupole,1.16058148015,28.6
Normal Sextupole,1.22218686298,28.8
Normal Sextupole,1.17640500649,29.0
Normal Sextupole,1.01341683196,29.2
Normal Sextupole,0.832603921274,29.4
Normal Sextupole,0.63447933861,29.6
Normal Sextupole,0.414519717714,29.8
Normal Sextupole,0.113780003739,30.0
Normal Sextupole,-0.165214677341,30.2
Normal Sextupole,-0.483947367723,30.4
Normal Sextupole,-0.843722183239,30.6
Normal Sextupole,-1.16559682346,30.8
Normal Sextupole,-1.53971504966,31.0
Normal Sextupole,-2.07218320747,31.2
Normal Sextupole,-2.43685753685,31.4
Normal Sextupole,-2.64516263045,31.6
Normal Sextupole,-2.76446148046,31.8
Normal Sextupole,-2.81228037819,32.0
Normal Sextupole,-2.70000299132,32.2
Normal Sextupole,-2.48858616015,32.4
Normal Sextupole,-2.24509026459,32.6
Normal Sextupole,-2.14508625424,32.8
Normal Sextupole,-2.1595861267,33.0
Normal Sextupole,-1.98963386279,33.2
Normal Sextupole,-1.0691932557,33.4
Normal Sextupole,1.71162958715,33.6
Normal Sextupole,5.46832806027,33.8
Normal Sextupole,2.39165787323,34.0
Normal Sextupole,-7.95577667568,34.2
Normal Sextupole,-9.7742556389,34.4
Normal Sextupole,-7.70330887491,34.6
Normal Sextupole,-5.78619724379,34.8
Normal Sextupole,-4.68930362649,35.0
Normal Sextupole,-4.00241965669,35.2
Normal Sextupole,-3.40653605654,35.4
Normal Sextupole,-3.51592156872,35.6
Normal Sextupole,-4.27138332169,35.8
Normal Sextupole,-4.93219783723,36.0
Normal Sextupole,-5.27371527909,36.2
Normal Sextupole,-5.53377570155,36.4
Normal Sextupole,-5.65058468474,36.6
Normal Sextupole,-5.55258247672,36.8
Normal Sextupole,-5.3549029763,37.0
Normal Sextupole,-5.14827456734,37.2
Normal Sextupole,-4.99725309276,37.4
Normal Sextupole,-4.72119507173,37.6
Normal Sextupole,-4.30771957143,37.8
Normal Sextupole,-3.84040652651,38.0
Normal Sextupole,-3.51788192588,38.2
Normal Sextupole,-3.2464788034,38.4
Normal Sextupole,-2.98542119698,38.6
Normal Sextupole,-2.71008874394,38.8
Normal Sextupole,-2.4654899705,39.0
Normal Sextupole,-2.30010624752,39.2
Normal Sextupole,-2.19464222338,39.4
Normal Sextupole,-2.08711511838,39.6
Normal Sextupole,-2.01994381169,39.8
Normal Sextupole,-2.06888488021,40.0
Normal Sextupole,-2.17212364378,40.2
Normal Sextupole,-2.26512884433,40.4
Normal Sextupole,-2.31154755147,40.6
Normal Sextupole,-2.3024841052,40.8
Normal Sextupole,-2.31994292351,41.0
Normal Sextupole,-2.36315760834,41.2
Normal Sextupole,-2.39611532983,41.4
Normal Sextupole,-2.40166230935,41.6
Normal Sextupole,-2.37544094789,41.8
Normal Sextupole,-2.22769616259,42.0
Normal Sextupole,-2.04009984867,42.2
Normal Sextupole,-1.99337308722,42.4
Normal Sextupole,-1.96435663349,42.6
Normal Sextupole,-1.97951030351,42.8
Normal Sextupole,-2.2873093249,43.0
Normal Sextupole,-2.79323356373,43.2
Normal Sextupole,-4.12172226809,43.4
Normal Sextupole,-6.21889839571,43.6
Normal Sextupole,-8.76918070947,43.8
Normal Sextupole,-7.92333457533,44.0
Normal Sextupole,4.15535783802,44.2
Normal Sextupole,10.0694776549,44.4
Normal Sextupole,4.91015103748,44.6
Normal Sextupole,0.65667409908,44.8
Normal Sextupole,-1.38386408376,45.0
Normal Sextupole,-2.29640882953,45.2
Normal Sextupole,-2.98121240235,45.4
Normal Sextupole,-3.72996714828,45.6
Normal Sextupole,-4.49454886465,45.8
Normal Sextupole,-5.20803762534,46.0
Normal Sextupole,-5.9061795772,46.2
Normal Sextupole,-6.41959297226,46.4
Normal Sextupole,-6.93475091303,46.6
Normal Sextupole,-7.06498753251,46.8
Normal Sextupole,-6.85275809716,47.0
Normal Sextupole,-6.33848612522,47.2
Normal Sextupole,-5.67875231055,47.4
Normal Sextupole,-4.96103982268,47.6
Normal Sextupole,-4.24625965112,47.8
Normal Sextupole,-3.54166913706,48.0
Normal Sextupole,-2.88279128272,48.2
Normal Sextupole,-2.34681201944,48.4
Normal Sextupole,-1.96542587278,48.6
Normal Sextupole,-1.64115035692,48.8
Normal Sextupole,-1.41561347666,49.0
Normal Sextupole,-1.35287591965,49.2
Normal Sextupole,-1.33313823063,49.4
Normal Sextupole,-1.40744413338,49.6
Normal Sextupole,-1.58162480275,49.8
Normal Sextupole,-1.92940829618,50.0
Normal Sextupole,-2.31784301547,50.2
Normal Sextupole,-2.73488976315,50.4
Normal Sextupole,-3.20658432678,50.6
Normal Sextupole,-3.77960634131,50.8
Normal Sextupole,-4.31895384383,51.0
Normal Sextupole,-4.77192304532,51.2
Normal Sextupole,-5.04458112806,51.4
Normal Sextupole,-5.12819337202,51.6
Normal Sextupole,-4.97531974741,51.8
Normal Sextupole,-4.68475326045,52.0
Normal Sextupole,-4.25080588524,52.2
Normal Sextupole,-3.72883431251,52.4
Normal Sextupole,-3.28782679203,52.6
Normal Sextupole,-2.93942235821,52.8
Normal Sextupole,-2.51635919969,53.0
Normal Sextupole,-2.10847858625,53.2
Normal Sextupole,-1.84486598368,53.4
Normal Sextupole,-2.19590744071,53.6
Normal Sextupole,-3.37388971657,53.8
Normal Sextupole,-4.69792225637,54.0
Normal Sextupole,-1.24370591938,54.2
Normal Sextupole,6.92409342976,54.4
Normal Sextupole,11.4947898592,54.6
Normal Sextupole,4.83029009526,54.8
Normal Sextupole,0.773379882412,55.0
Normal Sextupole,-1.02924619043,55.2
Normal Sextupole,-2.0017033663,55.4
Normal Sextupole,-2.59982271974,55.6
Normal Sextupole,-3.06259456298,55.8
Normal Sextupole,-3.72789064854,56.0
Normal Sextupole,-4.47438875343,56.2
Normal Sextupole,-5.21759632711,56.4
Normal Sextupole,-5.84975472227,56.6
Normal Sextupole,-6.35156090852,56.8
Normal Sextupole,-6.54310144133,57.0
Normal Sextupole,-6.67880271206,57.2
Normal Sextupole,-6.46489115016,57.4
Normal Sextupole,-5.96640430133,57.6
Normal Sextupole,-5.40024700718,57.8
Normal Sextupole,-4.82747521131,58.0
Normal Sextupole,-4.1802869698,58.2
Normal Sextupole,-3.42078158849,58.4
Normal Sextupole,-2.85960693926,58.6
Normal Sextupole,-2.44482133932,58.8
Normal Sextupole,-2.28447828443,59.0
Normal Sextupole,-2.34657475009,59.2
Normal Sextupole,-2.52957852256,59.4
Normal Sextupole,-2.78024211204,59.6
Normal Sextupole,-3.05180367461,59.8
Normal Sextupole,-3.19838528182,60.0
Normal Sextupole,-3.42185023526,60.2
Normal Sextupole,-3.90945946108,60.4
Normal Sextupole,-4.36812739858,60.6
Normal Sextupole,-4.5914225512,60.8
Normal Sextupole,-4.7064974856,61.0
Normal Sextupole,-4.91092505205,61.2
Normal Sextupole,-5.16889570505,61.4
Normal Sextupole,-5.01204073672,61.6
Normal Sextupole,-4.54010792766,61.8
Normal Sextupole,-3.9340317252,62.0
Normal Sextupole,-3.31153289683,62.2
Normal Sextupole,-2.71468437158,62.4
Normal Sextupole,-1.84140437267,62.6
Normal Sextupole,-0.89273982327,62.8
Normal Sextupole,0.16476063291,63.0
Normal Sextupole,1.70786315248,63.2
Normal Sextupole,5.4055112559,63.4
Normal Sextupole,11.6200089178,63.6
Normal Sextupole,18.9799816343,63.8
Normal Sextupole,-0.090261509197,64.0
Normal Sextupole,-15.1703267157,64.2
Normal Sextupole,-13.9587969078,64.4
Normal Sextupole,-9.93412774663,64.6
Normal Sextupole,-6.73800099709,64.8
Normal Sextupole,-5.69210022116,65.0
Normal Sextupole,-5.45543520001,65.2
Normal Sextupole,-5.67912729075,65.4
Normal Sextupole,-6.12994405205,65.6
Normal Sextupole,-6.7310706224,65.8
Normal Sextupole,-7.53417573585,66.0
Normal Sextupole,-8.34348543256,66.2
Normal Sextupole,-9.07793199422,66.4
Normal Sextupole,-9.66617957569,66.6
Normal Sextupole,-10.0471834292,66.8
Normal Sextupole,-10.1623628382,67.0
Normal Sextupole,-10.0322446712,67.2
Normal Sextupole,-9.82069847298,67.4
Normal Sextupole,-9.36821017717,67.6
Normal Sextupole,-8.8107779093,67.8
Normal Sextupole,-8.30245283874,68.0
Normal Sextupole,-7.75831190465,68.2
Normal Sextupole,-7.25168720559,68.4
Normal Sextupole,-6.82258901385,68.6
Normal Sextupole,-6.56534685193,68.8
Normal Sextupole,-6.53495587294,69.0
Normal Sextupole,-6.61663784142,69.2
Normal Sextupole,-6.7420703984,69.4
Normal Sextupole,-6.87267637565,69.6
Normal Sextupole,-7.02093958695,69.8
Normal Sextupole,-7.16798313884,70.0
Normal Sextupole,-7.38782017905,70.2
Normal Sextupole,-7.71212362613,70.4
Normal Sextupole,-7.99199527097,70.6
Normal Sextupole,-8.24731927641,70.8
Normal Sextupole,-8.48169104569,71.0
Normal Sextupole,-8.57148747839,71.2
Normal Sextupole,-8.46370917211,71.4
Normal Sextupole,-8.23439171628,71.6
Normal Sextupole,-7.72489394925,71.8
Normal Sextupole,-7.01046687479,72.0
Normal Sextupole,-6.20126645475,72.2
Normal Sextupole,-5.54852371033,72.4
Normal Sextupole,-4.85751516286,72.6
Normal Sextupole,-4.23289733769,72.8
Normal Sextupole,-3.667846884,73.0
Normal Sextupole,-3.35790032382,73.2
Normal Sextupole,-3.54689520747,73.4
Normal Sextupole,-4.48695305109,73.6
Normal Sextupole,-4.76326761207,73.8
Normal Sextupole,-1.96740846891,74.0
Normal Sextupole,0.148596508384,74.2
Normal Sextupole,-4.72492590043,74.4
Normal Sextupole,-6.32304622816,74.6
Normal Sextupole,-4.91117698412,74.8
Normal Sextupole,-3.46272913712,75.0
