multipole,value,angle
Skew Sextupole,-8.6316424774,314.4
Skew Sextupole,-8.26252733958,314.6
Skew Sextupole,-8.47035203845,314.8
Skew Sextupole,-8.77943317571,315.0
Skew Sextupole,-9.02537914937,315.2
Skew Sextupole,-9.34026074864,315.4
Skew Sextupole,-9.67356832477,315.6
Skew Sextupole,-9.91425940273,315.8
Skew Sextupole,-10.022269876,316.0
Skew Sextupole,-10.1963217508,316.2
Skew Sextupole,-10.5020665728,316.4
Skew Sextupole,-10.6635246393,316.6
Skew Sextupole,-10.5810538912,316.8
Skew Sextupole,-10.5596002739,317.0
Skew Sextupole,-10.7593090748,317.2
Skew Sextupole,-11.2348950662,317.4
Skew Sextupole,-11.4503439035,317.6
Skew Sextupole,-10.9106222741,317.8
Skew Sextupole,-10.1445051773,318.0
Skew Sextupole,-9.66411716391,318.2
Skew Sextupole,-9.39637336998,318.4
Skew Sextupole,-9.19453203008,318.6
Skew Sextupole,-9.03470019622,318.8
Skew Sextupole,-8.96903482981,319.0
Skew Sextupole,-8.99493721091,319.2
Skew Sextupole,-9.04399439506,319.4
Skew Sextupole,-9.06678508444,319.6
Skew Sextupole,-8.93827241192,319.8
Skew Sextupole,-8.62332041034,320.0
Skew Sextupole,-8.2924761329,320.2
Skew Sextupole,-8.1943237984,320.4
Skew Sextupole,-8.31668825483,320.6
Skew Sextupole,-8.54754500057,320.8
Skew Sextupole,-8.7810112864,321.0
Skew Sextupole,-9.04983774972,321.2
Skew Sextupole,-9.29755175458,321.4
Skew Sextupole,-9.61792266039,321.6
Skew Sextupole,-9.83312519445,321.8
Skew Sextupole,-10.0449711602,322.0
Skew Sextupole,-10.1957276572,322.2
Skew Sextupole,-10.2926461731,322.4
Skew Sextupole,-10.2756962558,322.6
Skew Sextupole,-10.1527135221,322.8
Skew Sextupole,-10.0372979179,323.0
Skew Sextupole,-10.0457653793,323.2
Skew Sextupole,-10.1730354244,323.4
Skew Sextupole,-10.3881438458,323.6
Skew Sextupole,-10.7501530127,323.8
Skew Sextupole,-10.8201285065,324.0
Skew Sextupole,-10.458992212,324.2
Skew Sextupole,-7.43119408272,324.4
Skew Sextupole,-4.28999720913,324.6
Skew Sextupole,-4.7821150258,324.8
Skew Sextupole,-5.78700256375,325.0
Skew Sextupole,-6.48313332884,325.2
Skew Sextupole,-6.61153380773,325.4
Skew Sextupole,-6.5608640295,325.6
Skew Sextupole,-6.25876160145,325.8
Skew Sextupole,-5.96750514332,326.0
Skew Sextupole,-5.75240663244,326.2
Skew Sextupole,-5.40575223756,326.4
Skew Sextupole,-4.99489238437,326.6
Skew Sextupole,-4.39198687353,326.8
Skew Sextupole,-3.77179694145,327.0
Skew Sextupole,-3.01509816811,327.2
Skew Sextupole,-2.3705143926,327.4
Skew Sextupole,-1.77566569,327.6
Skew Sextupole,-1.19167858852,327.8
Skew Sextupole,-0.52494839739,328.0
Skew Sextupole,0.199153693422,328.2
Skew Sextupole,0.911035494019,328.4
Skew Sextupole,1.64656666879,328.6
Skew Sextupole,2.29438959268,328.8
Skew Sextupole,2.92950855742,329.0
Skew Sextupole,3.45362488925,329.2
Skew Sextupole,3.97686361701,329.4
Skew Sextupole,4.61331736232,329.6
Skew Sextupole,5.21836508784,329.8
Skew Sextupole,5.86873541514,330.0
Skew Sextupole,6.49704572783,330.2
Skew Sextupole,6.96367993594,330.4
Skew Sextupole,7.43993889217,330.6
Skew Sextupole,7.85625400659,330.8
Skew Sextupole,8.27794126597,331.0
Skew Sextupole,8.66106036036,331.2
Skew Sextupole,9.08826070344,331.4
Skew Sextupole,9.42153283109,331.6
Skew Sextupole,9.71338902374,331.8
Skew Sextupole,9.9049054841,332.0
Skew Sextupole,9.97685558326,332.2
Skew Sextupole,9.88428664227,332.4
Skew Sextupole,9.63055542915,332.6
Skew Sextupole,9.08306737003,332.8
Skew Sextupole,8.29395289949,333.0
Skew Sextupole,7.15482003337,333.2
Skew Sextupole,5.68652845472,333.4
Skew Sextupole,4.19782009635,333.6
Skew Sextupole,3.80722281522,333.8
Skew Sextupole,5.47831644752,334.0
Skew Sextupole,8.2569647303,334.2
Skew Sextupole,8.64069343245,334.4
Skew Sextupole,7.50333762625,334.6
Skew Sextupole,5.9963464269,334.8
Skew Sextupole,4.43026681254,335.0
Skew Sextupole,3.11660475789,335.2
Skew Sextupole,1.82412213434,335.4
Skew Sextupole,0.887669737718,335.6
Skew Sextupole,0.0235410150975,335.8
Skew Sextupole,-0.599949120018,336.0
Skew Sextupole,-1.17984371267,336.2
Skew Sextupole,-1.70008978327,336.4
Skew Sextupole,-2.16082917633,336.6
Skew Sextupole,-2.5384379323,336.8
Skew Sextupole,-2.80216529851,337.0
Skew Sextupole,-3.07624907098,337.2
Skew Sextupole,-3.33920678183,337.4
Skew Sextupole,-3.62201158599,337.6
Skew Sextupole,-3.92458678736,337.8
Skew Sextupole,-4.24272944733,338.0
Skew Sextupole,-4.60558274685,338.2
Skew Sextupole,-4.9616119497,338.4
Skew Sextupole,-5.30642912581,338.6
Skew Sextupole,-5.63842445507,338.8
Skew Sextupole,-5.92889443068,339.0
Skew Sextupole,-6.21660029797,339.2
Skew Sextupole,-6.43536068659,339.4
Skew Sextupole,-6.60240066665,339.6
Skew Sextupole,-6.75745828803,339.8
Skew Sextupole,-6.92558810943,340.0
Skew Sextupole,-7.09580488554,340.2
Skew Sextupole,-7.24150862791,340.4
Skew Sextupole,-7.38033652319,340.6
Skew Sextupole,-7.52152191598,340.8
Skew Sextupole,-7.66639354065,341.0
Skew Sextupole,-7.81695148419,341.2
Skew Sextupole,-7.96826354663,341.4
Skew Sextupole,-8.12249993333,341.6
Skew Sextupole,-8.2719697446,341.8
Skew Sextupole,-8.43077506347,342.0
Skew Sextupole,-8.59259509658,342.2
Skew Sextupole,-8.78339967223,342.4
Skew Sextupole,-9.01364382177,342.6
Skew Sextupole,-9.34486957459,342.8
Skew Sextupole,-9.80207088787,343.0
Skew Sextupole,-10.5041380209,343.2
Skew Sextupole,-11.5176626185,343.4
Skew Sextupole,-12.813419492,343.6
Skew Sextupole,-14.2042505226,343.8
Skew Sextupole,-13.393911635,344.0
Skew Sextupole,-8.48502931015,344.2
Skew Sextupole,-0.365134288167,344.4
Skew Sextupole,2.43425808534,344.6
Skew Sextupole,1.57340072969,344.8
Skew Sextupole,0.182631189307,345.0
Skew Sextupole,-1.12253815106,345.2
Skew Sextupole,-1.90274151693,345.4
Skew Sextupole,-2.24586245653,345.6
Skew Sextupole,-2.32114475489,345.8
Skew Sextupole,-2.18002311538,346.0
Skew Sextupole,-1.92561767011,346.2
Skew Sextupole,-1.60652162393,346.4
Skew Sextupole,-1.24072500006,346.6
Skew Sextupole,-0.822581043798,346.8
Skew Sextupole,-0.509329504306,347.0
Skew Sextupole,-0.436287615392,347.2
Skew Sextupole,-0.618466776473,347.4
Skew Sextupole,-0.905694684205,347.6
Skew Sextupole,-1.48990686987,347.8
Skew Sextupole,-2.09839788961,348.0
Skew Sextupole,-2.8453652995,348.2
Skew Sextupole,-3.78262228119,348.4
Skew Sextupole,-4.7657844923,348.6
Skew Sextupole,-5.66108727624,348.8
Skew Sextupole,-6.35415924584,349.0
Skew Sextupole,-6.92742086737,349.2
Skew Sextupole,-7.37318327258,349.4
Skew Sextupole,-7.77508234394,349.6
Skew Sextupole,-7.95646085385,349.8
Skew Sextupole,-7.98083248464,350.0
Skew Sextupole,-8.06836892128,350.2
Skew Sextupole,-8.17425196284,350.4
Skew Sextupole,-8.22430340273,350.6
Skew Sextupole,-8.2191843475,350.8
Skew Sextupole,-8.23686002007,351.0
Skew Sextupole,-8.22396824009,351.2
Skew Sextupole,-8.19551990564,351.4
Skew Sextupole,-8.21545478669,351.6
Skew Sextupole,-8.21506412166,351.8
Skew Sextupole,-8.26461882143,352.0
Skew Sextupole,-8.33188870454,352.2
Skew Sextupole,-8.34341120399,352.4
Skew Sextupole,-8.35701780232,352.6
Skew Sextupole,-8.43285165996,352.8
Skew Sextupole,-8.76805104683,353.0
Skew Sextupole,-9.28185769613,353.2
Skew Sextupole,-10.093368872,353.4
Skew Sextupole,-11.1171772187,353.6
Skew Sextupole,-12.3700368289,353.8
Skew Sextupole,-13.188118517,354.0
Skew Sextupole,-14.0147402089,354.2
Skew Sextupole,-14.7112418231,354.4
Skew Sextupole,-15.1703811852,354.6
Skew Sextupole,-17.3424159794,354.8
Skew Sextupole,-19.3366341076,355.0
Skew Sextupole,-20.4955339355,355.2
Skew Sextupole,-21.4167512368,355.4
Skew Sextupole,-22.2257368282,355.6
Skew Sextupole,-22.9136120036,355.8
Skew Sextupole,-23.4630825481,356.0
Skew Sextupole,-23.7952543001,356.2
Skew Sextupole,-23.9281024778,356.4
Skew Sextupole,-23.9570299252,356.6
Skew Sextupole,-24.0079611763,356.8
Skew Sextupole,-24.1338510533,357.0
Skew Sextupole,-24.2655832826,357.2
Skew Sextupole,-24.3785484229,357.4
Skew Sextupole,-19.4474694535,357.6
Skew Sextupole,-24.8084724199,357.8
Skew Sextupole,-25.0737380744,358.0
Skew Sextupole,-25.3367434067,358.2
Skew Sextupole,-25.7110511755,358.4
Skew Sextupole,-26.0716934768,358.6
Skew Sextupole,-26.3820400255,358.8
Skew Sextupole,-26.599283856,359.0
Skew Sextupole,-26.7106927356,359.2
Skew Sextupole,-26.8067011159,359.4
Skew Sextupole,-26.9625500306,359.6
Skew Sextupole,-27.1004602213,359.8
Normal Octupole,-0.366460084658,0.0
Normal Octupole,-0.406745253784,0.2
Normal Octupole,-0.448217839682,0.4
Normal Octupole,-0.375930130991,0.6
Normal Octupole,-0.282876758747,0.8
Normal Octupole,-0.255545187131,1.0
Normal Octupole,-0.239899348784,1.2
Normal Octupole,-0.245673253128,1.4
Normal Octupole,-0.231345634216,1.6
Normal Octupole,-0.172385202476,1.8
Normal Octupole,-0.127352579392,2.0
Normal Octupole,-0.173592295248,2.2
Normal Octupole,-0.244026690298,2.4
Normal Octupole,-0.299076912393,2.6
Normal Octupole,-0.361429982997,2.8
Normal Octupole,-0.308888741138,3.0
Normal Octupole,-0.183257480854,3.2
Normal Octupole,0.0563442689778,3.4
Normal Octupole,0.429369830274,3.6
Normal Octupole,0.772209351571,3.8
Normal Octupole,1.60666916831,4.0
Normal Octupole,1.2452506785,4.2
Normal Octupole,0.828975811245,4.4
Normal Octupole,0.991677525128,4.6
Normal Octupole,1.16607300499,4.8
Normal Octupole,1.18484957954,5.0
Normal Octupole,1.16152862369,5.2
Normal Octupole,1.11653261264,5.4
Normal Octupole,1.06789157812,5.6
Normal Octupole,0.982931632217,5.8
Normal Octupole,0.833817414414,6.0
Normal Octupole,0.699854189464,6.2
Normal Octupole,0.597813723115,6.4
Normal Octupole,0.507941695088,6.6
Normal Octupole,0.445252646444,6.8
Normal Octupole,0.427990941133,7.0
Normal Octupole,0.442975633111,7.2
Normal Octupole,0.463840960338,7.4
Normal Octupole,0.498560353373,7.6
Normal Octupole,0.516934244492,7.8
Normal Octupole,0.500920395451,8.0
Normal Octupole,0.460098513496,8.2
Normal Octupole,0.426423105618,8.4
Normal Octupole,0.406182503976,8.6
Normal Octupole,0.398160162689,8.8
Normal Octupole,0.381508784421,9.0
Normal Octupole,0.373479963226,9.2
Normal Octupole,0.342825738837,9.4
Normal Octupole,0.295323422624,9.6
Normal Octupole,0.248264576472,9.8
Normal Octupole,0.208991391763,10.0
Normal Octupole,0.148130774274,10.2
Normal Octupole,0.1383539783,10.4
Normal Octupole,0.211318689757,10.6
Normal Octupole,0.278098259822,10.8
Normal Octupole,0.311538931136,11.0
Normal Octupole,0.352784077381,11.2
Normal Octupole,0.357208288221,11.4
Normal Octupole,0.388988664776,11.6
Normal Octupole,0.447570141919,11.8
Normal Octupole,0.539306660021,12.0
Normal Octupole,0.691148121246,12.2
Normal Octupole,0.898416452077,12.4
Normal Octupole,1.10167578568,12.6
Normal Octupole,1.25848872158,12.8
Normal Octupole,1.3768962896,13.0
Normal Octupole,1.5048773194,13.2
Normal Octupole,1.65281762703,13.4
Normal Octupole,1.4777968194,13.6
Normal Octupole,1.13345950312,13.8
Normal Octupole,0.826392964588,14.0
Normal Octupole,1.04795261486,14.2
Normal Octupole,1.1830331161,14.4
Normal Octupole,0.664078180326,14.6
Normal Octupole,0.110701693703,14.8
Normal Octupole,-0.165376855454,15.0
Normal Octupole,-0.231219005495,15.2
Normal Octupole,-0.243054521929,15.4
Normal Octupole,-0.23831302282,15.6
Normal Octupole,-0.243213751292,15.8
Normal Octupole,-0.170872993214,16.0
Normal Octupole,-0.22207895632,16.2
Normal Octupole,-0.281824264598,16.4
Normal Octupole,-0.315362125824,16.6
Normal Octupole,-0.335414492309,16.8
Normal Octupole,-0.306389151323,17.0
Normal Octupole,-0.196927750261,17.2
Normal Octupole,-0.0946497471294,17.4
Normal Octupole,0.00555934171862,17.6
Normal Octupole,0.123183675575,17.8
Normal Octupole,0.214257704832,18.0
Normal Octupole,0.259995222965,18.2
Normal Octupole,0.269483381717,18.4
Normal Octupole,0.298181176431,18.6
Normal Octupole,0.333645334406,18.8
Normal Octupole,0.339023669242,19.0
Normal Octupole,0.324189893391,19.2
Normal Octupole,0.300728810402,19.4
Normal Octupole,0.244776539098,19.6
Normal Octupole,0.12747338493,19.8
Normal Octupole,0.00668315979914,20.0
Normal Octupole,-0.137660424043,20.2
Normal Octupole,-0.253416665506,20.4
Normal Octupole,-0.322721268222,20.6
Normal Octupole,-0.343632999684,20.8
Normal Octupole,-0.290294534183,21.0
Normal Octupole,-0.154173310776,21.2
Normal Octupole,-0.0162257308993,21.4
Normal Octupole,0.0750437886035,21.6
Normal Octupole,0.157811320166,21.8
Normal Octupole,0.225930401384,22.0
Normal Octupole,0.243803021584,22.2
Normal Octupole,0.213583410439,22.4
Normal Octupole,0.196593749139,22.6
Normal Octupole,0.247473316474,22.8
Normal Octupole,0.337910151679,23.0
Normal Octupole,1.29171951161,23.2
Normal Octupole,0.570620501528,23.4
Normal Octupole,0.645891480652,23.6
Normal Octupole,0.631048693606,23.8
Normal Octupole,0.385367458598,24.0
Normal Octupole,0.332724682548,24.2
Normal Octupole,-0.108212553492,24.4
Normal Octupole,1.27857047796,24.6
Normal Octupole,1.13540210951,24.8
Normal Octupole,1.31070015429,25.0
Normal Octupole,1.23268999076,25.2
Normal Octupole,1.15202643682,25.4
Normal Octupole,1.12021485685,25.6
Normal Octupole,1.08719039261,25.8
Normal Octupole,1.01443878972,26.0
Normal Octupole,0.922445804388,26.2
Normal Octupole,0.828478277495,26.4
Normal Octupole,0.711124419744,26.6
Normal Octupole,0.579761169718,26.8
Normal Octupole,0.465590755169,27.0
Normal Octupole,0.350358080159,27.2
Normal Octupole,0.246309052108,27.4
Normal Octupole,0.139767210457,27.6
Normal Octupole,0.0828601647068,27.8
Normal Octupole,0.0802342651876,28.0
Normal Octupole,0.0838529583273,28.2
Normal Octupole,0.106497460937,28.4
Normal Octupole,0.135799254906,28.6
Normal Octupole,0.1659006166,28.8
Normal Octupole,0.195945051201,29.0
Normal Octupole,0.218074229007,29.2
Normal Octupole,0.205994476102,29.4
Normal Octupole,0.167863003878,29.6
Normal Octupole,0.138740674137,29.8
Normal Octupole,0.104823239007,30.0
Normal Octupole,0.0903327061317,30.2
Normal Octupole,0.0854645941557,30.4
Normal Octupole,0.0848747982924,30.6
Normal Octupole,0.086790617549,30.8
Normal Octupole,0.093120601964,31.0
Normal Octupole,0.120227779012,31.2
Normal Octupole,0.145596168287,31.4
Normal Octupole,0.182748692665,31.6
Normal Octupole,0.235514423904,31.8
Normal Octupole,0.266868283566,32.0
Normal Octupole,0.25490517014,32.2
Normal Octupole,0.216944161857,32.4
Normal Octupole,0.207521013931,32.6
Normal Octupole,0.249026982767,32.8
Normal Octupole,0.332723577916,33.0
Normal Octupole,0.378550562519,33.2
Normal Octupole,0.284074269224,33.4
Normal Octupole,0.0237004187261,33.6
Normal Octupole,0.210052774363,33.8
Normal Octupole,2.77734438031,34.0
Normal Octupole,2.65226766065,34.2
Normal Octupole,2.02133976573,34.4
Normal Octupole,1.87610651219,34.6
Normal Octupole,1.94152628623,34.8
Normal Octupole,2.05560450044,35.0
Normal Octupole,2.17901480006,35.2
Normal Octupole,2.19576482412,35.4
Normal Octupole,1.96872525301,35.6
Normal Octupole,1.75139344222,35.8
Normal Octupole,1.64071632945,36.0
Normal Octupole,1.61099062014,36.2
Normal Octupole,1.59450015945,36.4
Normal Octupole,1.58975300708,36.6
Normal Octupole,1.62595031243,36.8
Normal Octupole,1.68969598677,37.0
Normal Octupole,1.75210350392,37.2
Normal Octupole,1.71514629095,37.4
Normal Octupole,1.61554076372,37.6
Normal Octupole,1.54466666948,37.8
Normal Octupole,1.52522093568,38.0
Normal Octupole,1.53674956579,38.2
Normal Octupole,1.50113993736,38.4
Normal Octupole,1.47106915825,38.6
Normal Octupole,1.46992408169,38.8
Normal Octupole,1.46839529795,39.0
Normal Octupole,1.47083939265,39.2
Normal Octupole,1.46532162185,39.4
Normal Octupole,1.45240585912,39.6
Normal Octupole,1.43885347198,39.8
Normal Octupole,1.42201147482,40.0
Normal Octupole,1.41608196264,40.2
Normal Octupole,1.44219805625,40.4
Normal Octupole,1.46855568338,40.6
Normal Octupole,1.46292065499,40.8
Normal Octupole,1.48983099307,41.0
Normal Octupole,1.51346485277,41.2
Normal Octupole,1.45149500045,41.4
Normal Octupole,1.44333996447,41.6
Normal Octupole,1.42492306306,41.8
Normal Octupole,1.40618960658,42.0
Normal Octupole,1.43643584255,42.2
Normal Octupole,1.45402322104,42.4
Normal Octupole,1.48306901869,42.6
Normal Octupole,1.52242763343,42.8
Normal Octupole,1.52908280449,43.0
Normal Octupole,1.55842803751,43.2
Normal Octupole,1.57224134926,43.4
Normal Octupole,1.61152623073,43.6
Normal Octupole,1.66470757563,43.8
Normal Octupole,1.44740571321,44.0
Normal Octupole,1.12491112631,44.2
Normal Octupole,0.857380408685,44.4
Normal Octupole,0.842850067583,44.6
Normal Octupole,0.927953614426,44.8
Normal Octupole,0.968800749503,45.0
Normal Octupole,0.947551753711,45.2
Normal Octupole,0.89885856536,45.4
Normal Octupole,0.846672259258,45.6
Normal Octupole,0.784363386711,45.8
Normal Octupole,0.678187474706,46.0
Normal Octupole,0.585191232113,46.2
Normal Octupole,0.506258456992,46.4
Normal Octupole,0.366664651734,46.6
Normal Octupole,0.23089587208,46.8
Normal Octupole,0.125503640056,47.0
Normal Octupole,0.0267059047685,47.2
Normal Octupole,-0.0796503777451,47.4
Normal Octupole,-0.121962662693,47.6
Normal Octupole,-0.110183796521,47.8
Normal Octupole,-0.0723874511042,48.0
Normal Octupole,-0.0159083377919,48.2
Normal Octupole,0.0406820119597,48.4
Normal Octupole,0.0856249049944,48.6
Normal Octupole,0.129694874514,48.8
Normal Octupole,0.178233554568,49.0
Normal Octupole,0.23968524084,49.2
Normal Octupole,0.296245736099,49.4
Normal Octupole,0.34500044175,49.6
Normal Octupole,0.393815465416,49.8
Normal Octupole,0.473974136281,50.0
Normal Octupole,0.506318384168,50.2
Normal Octupole,0.519163573028,50.4
Normal Octupole,0.51748540421,50.6
Normal Octupole,0.503555710347,50.8
Normal Octupole,0.496080179266,51.0
Normal Octupole,0.464365018653,51.2
Normal Octupole,0.457432381,51.4
Normal Octupole,0.462426071055,51.6
Normal Octupole,0.44552328409,51.8
Normal Octupole,0.381134492172,52.0
Normal Octupole,0.278752301984,52.2
Normal Octupole,0.197939653234,52.4
Normal Octupole,0.177203843021,52.6
Normal Octupole,0.165716478153,52.8
Normal Octupole,0.176076742214,53.0
Normal Octupole,0.241881069771,53.2
Normal Octupole,0.386113265324,53.4
Normal Octupole,0.545341645423,53.6
Normal Octupole,0.656422992873,53.8
Normal Octupole,0.800009426715,54.0
Normal Octupole,1.8682584888,54.2
Normal Octupole,3.17194879318,54.4
Normal Octupole,1.17690728301,54.6
Normal Octupole,0.914168796002,54.8
Normal Octupole,1.32654354246,55.0
Normal Octupole,1.56339147146,55.2
Normal Octupole,1.65952452735,55.4
Normal Octupole,1.74197330851,55.6
Normal Octupole,1.85242995042,55.8
Normal Octupole,1.92001687868,56.0
Normal Octupole,1.93017965157,56.2
Normal Octupole,1.91486566227,56.4
Normal Octupole,1.91273682908,56.6
Normal Octupole,1.91261584612,56.8
Normal Octupole,1.90792919166,57.0
Normal Octupole,1.96405074969,57.2
Normal Octupole,2.06466726565,57.4
Normal Octupole,2.1729749136,57.6
Normal Octupole,2.27415243968,57.8
Normal Octupole,2.37049881434,58.0
Normal Octupole,2.4495875779,58.2
Normal Octupole,2.36513711364,58.4
Normal Octupole,2.20970324284,58.6
Normal Octupole,2.12603484266,58.8
Normal Octupole,2.08054003074,59.0
Normal Octupole,2.03566024043,59.2
Normal Octupole,1.94217551983,59.4
Normal Octupole,1.69694435586,59.6
Normal Octupole,1.44974356899,59.8
Normal Octupole,1.35406432598,60.0
Normal Octupole,1.28255331146,60.2
Normal Octupole,1.24529925135,60.4
Normal Octupole,1.2184014418,60.6
Normal Octupole,1.18535289602,60.8
Normal Octupole,1.15306485614,61.0
Normal Octupole,1.10051030552,61.2
Normal Octupole,1.16997121396,61.4
Normal Octupole,1.2790639787,61.6
Normal Octupole,1.31287127868,61.8
Normal Octupole,1.34507192997,62.0
Normal Octupole,1.44204905962,62.2
Normal Octupole,1.57413750236,62.4
Normal Octupole,1.72356514787,62.6
Normal Octupole,1.88501786096,62.8
Normal Octupole,2.04227460114,63.0
Normal Octupole,2.06811809563,63.2
Normal Octupole,2.07092431057,63.4
Normal Octupole,2.15500550027,63.6
Normal Octupole,4.35856860038,63.8
Normal Octupole,5.89929004587,64.0
Normal Octupole,2.07245336891,64.2
Normal Octupole,1.04517859273,64.4
Normal Octupole,1.04930603426,64.6
Normal Octupole,1.30336180626,64.8
Normal Octupole,1.34064598495,65.0
Normal Octupole,1.32293105384,65.2
Normal Octupole,1.29004106956,65.4
Normal Octupole,1.20927696927,65.6
Normal Octupole,1.11559715711,65.8
Normal Octupole,1.04682705002,66.0
Normal Octupole,1.0198869151,66.2
Normal Octupole,1.04588147237,66.4
Normal Octupole,1.08891322545,66.6
Normal Octupole,1.08621407894,66.8
Normal Octupole,1.09808521072,67.0
Normal Octupole,1.12619157175,67.2
Normal Octupole,1.13682532332,67.4
Normal Octupole,1.18063105269,67.6
Normal Octupole,1.22121825953,67.8
Normal Octupole,1.23210392101,68.0
Normal Octupole,1.28862515324,68.2
Normal Octupole,1.33945606302,68.4
Normal Octupole,1.3685206516,68.6
Normal Octupole,1.41432733013,68.8
Normal Octupole,1.32548999763,69.0
Normal Octupole,1.27066385488,69.2
Normal Octupole,1.25102228905,69.4
Normal Octupole,1.23673078838,69.6
Normal Octupole,1.17244194385,69.8
Normal Octupole,1.12451011723,70.0
Normal Octupole,1.06953436502,70.2
Normal Octupole,1.01856680238,70.4
Normal Octupole,0.980559378983,70.6
Normal Octupole,1.01605004946,70.8
Normal Octupole,1.02219756361,71.0
Normal Octupole,0.988073537019,71.2
Normal Octupole,1.0070186288,71.4
Normal Octupole,1.01151541703,71.6
Normal Octupole,1.02685596913,71.8
Normal Octupole,1.07018062591,72.0
Normal Octupole,1.14610329925,72.2
Normal Octupole,1.2661251479,72.4
Normal Octupole,1.43871105315,72.6
Normal Octupole,1.63399738016,72.8
Normal Octupole,1.82924784245,73.0
Normal Octupole,2.08892398395,73.2
Normal Octupole,2.41574351581,73.4
Normal Octupole,2.78093378654,73.6
Normal Octupole,2.99258250452,73.8
Normal Octupole,2.44250226811,74.0
Normal Octupole,2.18811973686,74.2
Normal Octupole,1.14653224948,74.4
Normal Octupole,0.811037931161,74.6
Normal Octupole,0.780394220268,74.8
Normal Octupole,0.730160004031,75.0
Normal Octupole,0.584306022945,75.2
Normal Octupole,0.456684674557,75.4
Normal Octupole,0.351595075126,75.6
Normal Octupole,0.290072245925,75.8
Normal Octupole,0.23944550957,76.0
Normal Octupole,0.205275265581,76.2
Normal Octupole,0.193298395176,76.4
Normal Octupole,0.205733160862,76.6
Normal Octupole,0.255464564905,76.8
Normal Octupole,0.392470238591,77.0
Normal Octupole,0.407803054004,77.2
Normal Octupole,0.464740648453,77.4
Normal Octupole,0.52201258374,77.6
Normal Octupole,0.610942920083,77.8
Normal Octupole,0.686418089882,78.0
Normal Octupole,0.781666194286,78.2
Normal Octupole,0.807756143184,78.4
Normal Octupole,0.809872742118,78.6
Normal Octupole,0.796187702192,78.8
Normal Octupole,0.754748949516,79.0
Normal Octupole,0.697714169718,79.2
Normal Octupole,0.672563461761,79.4
Normal Octupole,0.642746665377,79.6
Normal Octupole,0.555812146107,79.8
Normal Octupole,0.51196573458,80.0
Normal Octupole,0.564975166871,80.2
Normal Octupole,0.658616445618,80.4
Normal Octupole,0.6971138967,80.6
Normal Octupole,0.710925377974,80.8
Normal Octupole,0.751236945669,81.0
Normal Octupole,0.745396242358,81.2
Normal Octupole,0.669367351666,81.4
Normal Octupole,0.612639398495,81.6
Normal Octupole,0.63679646608,81.8
Normal Octupole,0.68977988276,82.0
Normal Octupole,0.684868993566,82.2
Normal Octupole,0.646352935711,82.4
Normal Octupole,0.741889299759,82.6
Normal Octupole,0.823090133546,82.8
Normal Octupole,1.23570928887,83.0
Normal Octupole,0.374683082812,83.2
Normal Octupole,0.210903591335,83.4
Normal Octupole,0.644138951431,83.6
Normal Octupole,1.11149907225,83.8
Normal Octupole,1.66339004176,84.0
Normal Octupole,2.34244122816,84.2
Normal Octupole,2.47431438582,84.4
Normal Octupole,1.34231688777,84.6
Normal Octupole,1.77723867434,84.8
Normal Octupole,2.31547800408,85.0
Normal Octupole,2.62598767004,85.2
Normal Octupole,2.72879994025,85.4
Normal Octupole,2.72879381947,85.6
Normal Octupole,2.68481315238,85.8
Normal Octupole,2.62390815933,86.0
Normal Octupole,2.55363231573,86.2
Normal Octupole,2.46458417308,86.4
Normal Octupole,2.39481886414,86.6
Normal Octupole,2.38208359551,86.8
Normal Octupole,2.37336354923,87.0
Normal Octupole,2.4014917526,87.2
Normal Octupole,2.4698555002,87.4
Normal Octupole,2.52623104069,87.6
Normal Octupole,2.55782412969,87.8
Normal Octupole,2.58627945107,88.0
Normal Octupole,2.66858640657,88.2
Normal Octupole,2.76947345009,88.4
Normal Octupole,2.82999795771,88.6
Normal Octupole,2.8191418626,88.8
Normal Octupole,2.80727810064,89.0
Normal Octupole,2.86990246787,89.2
Normal Octupole,2.91350655789,89.4
Normal Octupole,2.90888837637,89.6
Normal Octupole,2.87940891521,89.8
Normal Octupole,2.86394300203,90.0
Normal Octupole,2.81296221942,90.2
Normal Octupole,2.71967810628,90.4
Normal Octupole,2.67692113016,90.6
Normal Octupole,2.64971121977,90.8
Normal Octupole,2.62845229551,91.0
Normal Octupole,2.65577038949,91.2
Normal Octupole,2.71973730949,91.4
Normal Octupole,2.46364553848,91.6
Normal Octupole,2.9842531474,91.8
Normal Octupole,3.16671464671,92.0
Normal Octupole,3.28320149646,92.2
Normal Octupole,3.35768519002,92.4
Normal Octupole,3.38986607773,92.6
Normal Octupole,3.34166394674,92.8
Normal Octupole,3.22971101548,93.0
Normal Octupole,2.95347327085,93.2
Normal Octupole,2.39648245346,93.4
Normal Octupole,1.39200204736,93.6
Normal Octupole,0.872856233822,93.8
Normal Octupole,2.03273935869,94.0
Normal Octupole,1.98438161689,94.2
Normal Octupole,1.29146752466,94.4
Normal Octupole,0.792671913584,94.6
Normal Octupole,0.455796365682,94.8
Normal Octupole,0.199517469011,95.0
Normal Octupole,0.0289914006801,95.2
Normal Octupole,-0.0726876125704,95.4
Normal Octupole,-0.142252243852,95.6
Normal Octupole,-0.203736457368,95.8
Normal Octupole,-0.246100083494,96.0
Normal Octupole,-0.295028036199,96.2
Normal Octupole,-0.355276695617,96.4
